,year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC,WAR,Name,Unnamed: 0.1
10,10.0, 두산,30,105,455,380,69,120,20,2,27,225,92,1,0,2,2,73,5,2,7,0.316,0.41100000000000003,0.5920000000000001,1.003,0.43, 154.4, 4.03,오재일,10.0
11,11.0, 두산,31,128,466,412,62,126,27,0,26,231,89,1,1,5,0,80,5,1,3,0.306,0.379,0.561,0.9390000000000001,0.40299999999999997, 146.3, 3.87,오재일,11.0
12,12.0, 두산,32,123,477,401,69,112,19,2,27,216,80,1,1,6,2,121,3,0,10,0.27899999999999997,0.373,0.539,0.912,0.384, 130.4, 2.85,오재일,12.0
13,13.0, 두산,33,130,529,467,76,137,29,1,21,231,102,2,1,3,1,99,5,0,4,0.293,0.369,0.495,0.863,0.39, 145.5, 4.17,오재일,13.0
14,14.0, 두산,34,127,534,471,62,147,32,0,16,227,89,2,1,0,1,92,12,0,2,0.312,0.39,0.48200000000000004,0.872,0.39399999999999996, 138.8, ,오재일,14.0
15,15.0, 삼성,35,120,484,418,64,119,20,0,25,214,97,1,0,0,8,106,5,0,8,0.285,0.366,0.512,0.878,0.39, 129.2, 2.80,오재일,15.0
16,16.0, 삼성,36,32,132,119,14,28,11,0,7,60,25,0,0,0,2,34,2,0,1,0.235,0.303,0.504,0.807,0.35700000000000004, 123.4, 0.69,오재일,16.0
0,0, LG,19,5,10,9,1,1,0,0,0,1,1,0,0,0,0,5,0,0,0,0.111,0.2,0.111,0.311,0.16699999999999998,-24.7, -0.09,오지환,0.0
1,1, LG,20,125,417,352,59,85,13,6,13,149,61,13,2,7,0,137,1,7,7,0.24100000000000002,0.332,0.423,0.755,0.336,96.0, 2.72,오지환,1.0
2,2, LG,21,63,180,156,17,33,7,0,2,46,15,5,2,1,0,57,2,3,1,0.212,0.299,0.295,0.594,0.28300000000000003,64.4, 0.36,오지환,2.0
3,3, LG,22,133,540,462,66,115,22,2,12,177,53,23,14,6,4,122,6,9,8,0.249,0.332,0.38299999999999995,0.715,0.32799999999999996,102.8, 3.50,오지환,3.0
4,4, LG,23,124,514,441,81,113,20,8,9,176,47,30,7,9,0,113,7,7,3,0.256,0.34700000000000003,0.39899999999999997,0.746,0.34600000000000003,102.6, 3.91,오지환,4.0
5,5, LG,24,113,464,397,72,104,20,8,8,164,56,28,12,7,2,102,8,6,3,0.262,0.354,0.413,0.767,0.34299999999999997,94.6, 2.62,오지환,5.0
6,6, LG,25,138,566,497,76,138,41,4,11,220,56,25,10,4,1,121,2,3,3,0.278,0.35700000000000004,0.44299999999999995,0.8,0.35700000000000004,110.3, 4.44,오지환,6.0
7,7, LG,26,121,472,393,73,110,14,5,20,194,78,17,9,7,0,97,7,2,5,0.28,0.387,0.494,0.8809999999999999,0.391,126.6, 4.16,오지환,7.0
8,8, LG,27,107,390,334,47,91,13,4,8,136,39,10,5,5,2,105,8,1,5,0.272,0.363,0.40700000000000003,0.77,0.34600000000000003,101.2, 2.15,오지환,8.0
9,9, LG,28,144,617,533,93,148,26,2,11,211,71,10,5,7,3,146,6,12,6,0.278,0.354,0.396,0.75,0.32899999999999996,89.4, 2.83,오지환,9.0
10,10, LG,29,134,547,473,63,119,23,5,9,179,53,27,5,7,1,113,7,7,3,0.252,0.33899999999999997,0.37799999999999995,0.7170000000000001,0.33,101.1, 3.40,오지환,10.0
11,11, LG,30,141,591,527,95,158,41,7,10,243,71,20,8,9,1,116,4,5,5,0.3,0.36200000000000004,0.461,0.823,0.368,119.9, ,오지환,11.0
12,12, LG,31,134,532,464,62,118,19,2,8,165,57,12,6,5,0,82,11,4,5,0.254,0.335,0.35600000000000004,0.691,0.327,93.9, 2.33,오지환,12.0
13,13, LG,32,38,149,135,22,32,4,1,7,59,19,4,1,2,1,26,2,3,0,0.237,0.295,0.4370000000000001,0.732,0.326,115.6, 1.16,오지환,13.0
0,0, LG,19,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-130.4, -0.07,유강남,0.0
1,1, LG,20,13,28,24,1,3,0,0,0,3,1,0,0,1,0,5,0,2,1,0.125,0.154,0.125,0.27899999999999997,0.129,-37.0, -0.26,유강남,1.0
2,2, LG,23,126,313,279,26,76,11,1,8,113,37,2,1,7,0,55,10,7,1,0.272,0.33299999999999996,0.405,0.738,0.32799999999999996,91.4, 1.33,유강남,2.0
3,3, LG,24,100,297,263,28,70,7,0,8,101,47,0,0,7,0,48,6,4,6,0.266,0.321,0.384,0.705,0.317,76.5, 0.78,유강남,3.0
4,4, LG,25,118,364,324,43,90,13,0,17,154,66,2,0,15,0,72,4,9,2,0.278,0.335,0.475,0.8109999999999999,0.34600000000000003,105.5, 2.57,유강남,4.0
5,5, LG,26,132,465,425,53,126,33,0,19,216,66,0,0,9,1,80,21,2,1,0.29600000000000004,0.35200000000000004,0.508,0.86,0.368,118.7, 3.68,유강남,5.0
6,6, LG,27,132,468,418,44,113,22,0,16,183,49,0,0,13,2,82,21,1,6,0.27,0.33399999999999996,0.43799999999999994,0.772,0.35,117.3, 3.38,유강남,6.0
7,7, LG,28,137,478,429,51,112,18,0,16,178,74,1,1,13,1,84,18,2,2,0.261,0.33,0.415,0.745,0.337,101.7, ,유강남,7.0
8,8, LG,29,130,441,397,39,100,16,0,11,149,60,2,0,14,1,75,11,3,2,0.252,0.317,0.375,0.693,0.32299999999999995,93.3, 2.20,유강남,8.0
9,9, LG,30,37,138,119,16,30,6,0,2,42,19,0,0,2,0,30,2,1,0,0.252,0.35,0.353,0.703,0.33299999999999996,116.7, 0.97,유강남,9.0
0,0, MBC,26,57,166,142,23,36,5,0,9,68,29,2,4,0,3,29,2,0,3,0.254,0.34299999999999997,0.479,0.8220000000000001,0.359,118.2,1.38,유승안,0.0
1,1, MBC,27,65,160,140,8,33,3,0,1,39,10,2,2,0,0,26,1,2,1,0.23600000000000002,0.317,0.27899999999999997,0.595,0.285,75.8,0.62,유승안,1.0
2,2, 해태,28,41,144,118,13,31,9,0,5,55,21,2,0,1,0,26,0,1,1,0.263,0.385,0.466,0.851,0.391,150.9,1.91,유승안,2.0
3,3, 해태,29,63,167,151,20,41,6,0,8,71,18,0,1,0,0,28,4,2,0,0.272,0.33299999999999996,0.47,0.804,0.365,128.5,1.66,유승안,3.0
4,4, 빙그레,30,79,291,256,24,61,5,0,7,87,23,2,3,3,1,57,7,1,2,0.23800000000000002,0.321,0.34,0.6609999999999999,0.316,101.6,1.95,유승안,4.0
5,5, 빙그레,31,97,360,328,30,101,15,1,12,154,59,1,6,1,1,36,17,4,4,0.308,0.35100000000000003,0.47,0.821,0.377,133.7,3.59,유승안,5.0
6,6, 빙그레,32,103,350,297,42,78,14,2,15,141,55,3,2,0,5,49,10,4,3,0.263,0.358,0.475,0.833,0.371,129.3,3.63,유승안,6.0
7,7, 빙그레,33,115,429,370,46,104,15,0,21,182,85,0,4,1,8,71,6,2,6,0.281,0.363,0.4920000000000001,0.855,0.389,140.2,4.76,유승안,7.0
8,8, 빙그레,34,110,341,293,29,75,12,0,14,129,54,3,0,4,4,64,2,1,7,0.256,0.33799999999999997,0.44,0.779,0.35600000000000004,116.1,3.1,유승안,8.0
9,9, 빙그레,35,57,100,94,3,16,1,0,0,17,5,0,0,0,0,25,1,1,0,0.17,0.212,0.18100000000000002,0.39299999999999996,0.192,6.6,-0.44,유승안,9.0
0,0, LG,23,126,574,482,109,147,20,0,15,212,51,51,10,8,0,60,4,14,6,0.305,0.391,0.44,0.831,0.376,141.5,7.35,유지현,0.0
1,1, LG,24,64,290,236,44,72,8,0,1,83,17,33,7,5,0,21,5,4,1,0.305,0.423,0.35200000000000004,0.775,0.366,138.7,3.61,유지현,1.0
2,2, LG,25,100,466,385,56,96,15,3,4,129,26,24,7,11,2,61,2,9,2,0.249,0.363,0.335,0.698,0.327,107.2,3.74,유지현,2.0
3,3, LG,26,125,569,479,78,129,24,2,3,166,45,44,11,13,3,62,11,11,5,0.26899999999999996,0.364,0.34700000000000003,0.71,0.327,102.3,4.35,유지현,3.0
4,4, LG,27,126,564,476,94,132,36,1,12,206,61,40,7,6,4,78,3,9,2,0.27699999999999997,0.377,0.433,0.809,0.358,126.3,6.08,유지현,4.0
5,5, LG,28,93,422,356,67,108,19,5,11,170,45,14,10,5,0,42,5,6,5,0.303,0.392,0.478,0.8690000000000001,0.379,123.1,3.81,유지현,5.0
6,6, LG,29,129,592,495,97,139,24,1,7,186,38,25,9,2,1,50,4,18,4,0.281,0.373,0.376,0.7490000000000001,0.336,97.0,3.72,유지현,6.0
7,7, LG,30,129,580,448,90,127,26,2,9,184,53,21,7,3,0,59,13,30,3,0.28300000000000003,0.41100000000000003,0.41100000000000003,0.8220000000000001,0.366,111.5,4.62,유지현,7.0
8,8, LG,31,91,386,326,51,101,14,3,1,124,25,21,9,2,0,51,3,16,4,0.31,0.381,0.38,0.7609999999999999,0.33399999999999996,104.4,2.49,유지현,8.0
9,9, LG,32,109,386,334,30,78,7,0,1,88,16,23,8,5,0,44,7,14,2,0.23399999999999999,0.307,0.263,0.57,0.265,47.7,0.14,유지현,9.0
10,10, LG,33,16,36,33,3,5,0,0,0,5,2,0,0,0,0,9,0,0,0,0.152,0.222,0.152,0.374,0.192,-3.2,-0.25,유지현,10.0
0,0, 현대,24,18,28,26,3,5,1,0,1,9,5,1,0,0,0,7,0,0,0,0.192,0.25,0.34600000000000003,0.596,0.273,59.2, 0.02,유한준,0.0
1,1, 현대,25,110,295,246,24,60,16,0,3,85,31,5,3,8,0,48,5,14,2,0.244,0.331,0.34600000000000003,0.677,0.307,91.2, 0.70,유한준,1.0
2,2, 현대,26,112,231,197,21,44,6,0,5,65,35,2,0,4,2,23,10,7,1,0.223,0.313,0.33,0.642,0.294,75.3, 0.53,유한준,2.0
3,3, 넥센,29,131,543,481,52,140,27,0,9,194,79,2,2,1,0,81,17,8,4,0.29100000000000004,0.355,0.40299999999999997,0.759,0.34600000000000003,102.6, 1.92,유한준,3.0
4,4, 넥센,30,121,511,447,64,129,23,2,3,165,54,4,3,4,3,63,11,4,4,0.289,0.365,0.369,0.7340000000000001,0.345,106.8, 2.22,유한준,4.0
5,5, 넥센,31,74,274,246,22,59,11,1,3,81,25,3,1,2,1,36,11,6,1,0.24,0.299,0.32899999999999996,0.628,0.29100000000000004,77.1, 0.22,유한준,5.0
6,6, 넥센,32,97,344,298,37,81,13,0,7,115,40,4,3,4,2,48,7,3,2,0.272,0.358,0.386,0.7440000000000001,0.348,103.8, 1.29,유한준,6.0
7,7, 넥센,33,122,469,405,71,128,31,0,20,219,91,2,1,3,0,53,9,8,7,0.316,0.384,0.541,0.925,0.396,119.9, 3.02,유한준,7.0
8,8, 넥센,34,139,598,520,103,188,42,1,23,301,116,3,3,2,2,71,13,1,8,0.36200000000000004,0.431,0.579,1.0090000000000001,0.44,157.6, 5.87,유한준,8.0
9,9, kt,35,110,460,408,70,137,22,0,14,201,64,4,1,2,1,40,10,0,3,0.336,0.40399999999999997,0.493,0.897,0.405,128.6, 3.29,유한준,9.0
10,10, kt,36,133,497,445,52,136,19,0,13,194,68,0,2,2,2,59,10,2,3,0.306,0.37,0.436,0.8059999999999999,0.359,105.5, 1.79,유한준,10.0
11,11, KT,37,121,480,428,59,145,21,1,20,228,83,1,1,2,3,53,9,2,1,0.33899999999999997,0.406,0.5329999999999999,0.9390000000000001,0.40399999999999997,134.5, 3.48,유한준,11.0
12,12, KT,38,139,562,501,61,159,19,1,14,222,86,3,0,4,1,61,20,0,5,0.317,0.38299999999999995,0.44299999999999995,0.826,0.381,133.1, 3.44,유한준,12.0
13,13, KT,39,119,428,386,48,108,17,0,11,158,64,0,0,0,2,51,9,1,1,0.28,0.34700000000000003,0.409,0.7559999999999999,0.345,99.2, ,유한준,13.0
14,14, KT,40,104,336,281,30,87,16,0,5,118,42,1,0,7,5,34,12,0,4,0.31,0.41100000000000003,0.42,0.831,0.389,130.5, 1.87,유한준,14.0
0,0.0, MBC,22,25,50,47,6,8,0,1,1,13,3,2,1,0,0,7,1,2,0,0.17,0.188,0.27699999999999997,0.46399999999999997,0.205,10.6,-0.32,윤덕규,0.0
1,1.0, MBC,23,107,399,354,34,99,21,3,3,135,45,3,3,5,2,27,7,5,6,0.28,0.33799999999999997,0.381,0.7190000000000001,0.33399999999999996,115.4,2.16,윤덕규,1.0
2,2.0, MBC,24,103,389,357,31,96,11,4,2,121,34,5,6,2,2,26,5,7,2,0.26899999999999996,0.312,0.33899999999999997,0.6509999999999999,0.303,82.2,0.55,윤덕규,2.0
3,3.0, MBC,25,101,405,352,31,107,13,5,1,133,43,10,5,2,1,36,11,10,2,0.304,0.375,0.37799999999999995,0.753,0.34700000000000003,113.7,2.24,윤덕규,3.0
4,4.0, MBC,26,102,372,317,41,95,12,5,1,120,34,12,10,4,0,44,5,6,3,0.3,0.385,0.379,0.764,0.363,124.8,3.07,윤덕규,4.0
5,5.0, LG,27,116,426,369,68,103,16,8,6,153,44,6,5,3,1,28,4,3,2,0.27899999999999997,0.366,0.415,0.7809999999999999,0.366,124.2,3.65,윤덕규,5.0
6,6.0, LG,28,105,437,383,56,118,18,7,1,153,45,3,12,1,1,36,7,1,4,0.308,0.38299999999999995,0.39899999999999997,0.7829999999999999,0.3670000000000001,126.4,2.72,윤덕규,6.0
7,7.0, LG|태평양,29,116,437,390,49,117,24,3,8,171,52,6,4,2,0,67,10,0,5,0.3,0.317,0.43799999999999994,0.755,0.317,86.5,0.89,윤덕규,7.0
8,8.0, LG,29,57,190,161,19,45,9,0,1,57,18,1,3,0,0,29,5,0,3,0.28,0.374,0.354,0.728,0.34600000000000003,106.1,0.92,윤덕규,8.0
9,9.0, 태평양,29,59,247,229,30,72,15,3,7,114,34,5,1,2,0,38,5,0,2,0.314,0.35600000000000004,0.498,0.8540000000000001,0.38299999999999995,131.1,1.98,윤덕규,9.0
10,10.0, 태평양,30,102,396,360,35,108,14,4,1,133,31,9,3,2,5,54,12,2,2,0.3,0.355,0.369,0.725,0.33799999999999997,119.4,2.48,윤덕규,10.0
11,11.0, 태평양,31,100,407,368,49,118,27,3,11,184,51,8,1,2,4,57,9,1,2,0.321,0.379,0.5,0.879,0.397,153.8,4.32,윤덕규,11.0
12,12.0, 태평양,32,84,258,241,21,55,14,0,2,75,16,5,2,0,2,36,8,0,1,0.228,0.275,0.311,0.586,0.27,69.9,-0.0,윤덕규,12.0
13,13.0, 현대,33,113,351,326,38,87,14,3,5,122,23,3,1,4,2,46,8,6,2,0.267,0.301,0.374,0.6759999999999999,0.305,91.4,1.01,윤덕규,13.0
14,14.0, 현대,34,101,218,209,21,50,8,2,5,77,17,1,2,0,2,26,10,3,0,0.239,0.261,0.368,0.629,0.276,66.8,-0.15,윤덕규,14.0
0,0, 빙그레,25,104,395,347,42,103,14,6,10,159,36,11,11,0,0,55,7,6,1,0.297,0.37,0.45799999999999996,0.828,0.384,149.7,3.67,이강돈,0.0
1,1, 빙그레,26,106,407,369,42,99,13,4,3,129,42,4,15,5,1,56,6,8,1,0.268,0.321,0.35,0.67,0.314,90.5,0.61,이강돈,1.0
2,2, 빙그레,27,103,418,377,57,118,26,3,4,162,56,8,6,0,0,50,5,8,5,0.313,0.355,0.43,0.784,0.354,118.3,2.48,이강돈,2.0
3,3, 빙그레,28,120,507,464,67,137,24,4,9,196,66,12,10,0,3,73,5,4,4,0.295,0.342,0.42200000000000004,0.764,0.35600000000000004,118.5,2.96,이강돈,3.0
4,4, 빙그레,29,117,496,436,81,146,20,6,16,226,84,12,10,6,2,78,10,3,6,0.335,0.4,0.518,0.9179999999999999,0.42,159.0,5.39,이강돈,4.0
5,5, 빙그레,30,114,437,385,49,102,15,5,11,160,55,7,3,1,7,70,4,7,3,0.265,0.335,0.41600000000000004,0.7509999999999999,0.336,104.5,2.04,이강돈,5.0
6,6, 빙그레,31,121,454,403,73,129,27,8,13,211,60,7,9,1,1,63,6,3,6,0.32,0.379,0.524,0.903,0.39899999999999997,141.7,3.89,이강돈,6.0
7,7, 빙그레,32,108,391,348,31,81,18,0,6,117,33,11,4,1,1,52,4,2,4,0.233,0.303,0.336,0.64,0.302,93.1,1.21,이강돈,7.0
8,8, 한화,33,108,352,309,33,86,15,0,4,113,46,8,5,0,3,51,10,4,4,0.278,0.348,0.366,0.713,0.32799999999999996,106.6,1.47,이강돈,8.0
9,9, 한화,34,105,326,290,29,72,20,2,4,108,40,4,0,2,1,47,5,3,2,0.248,0.319,0.3720000000000001,0.691,0.315,101.7,1.35,이강돈,9.0
10,10, 한화,35,96,268,229,26,55,10,0,6,83,35,3,2,1,2,54,6,5,2,0.24,0.331,0.36200000000000004,0.693,0.317,99.6,0.46,이강돈,10.0
11,11, 한화,36,15,24,22,3,4,0,0,1,7,3,1,0,0,0,8,0,0,0,0.182,0.25,0.318,0.568,0.262,57.7,-0.01,이강돈,11.0
0,0, MBC,27,64,271,243,46,76,16,3,5,113,36,17,6,7,0,16,6,4,5,0.313,0.35600000000000004,0.465,0.821,0.365,121.7,2.38,이광은,0.0
1,1, MBC,28,93,366,329,45,89,12,4,8,133,36,17,6,8,1,29,10,2,3,0.271,0.332,0.40399999999999997,0.737,0.33899999999999997,116.7,2.98,이광은,1.0
2,2, MBC,29,99,414,378,53,109,19,3,18,188,68,7,7,3,4,51,6,1,4,0.28800000000000003,0.33899999999999997,0.4970000000000001,0.836,0.37799999999999995,144.8,4.33,이광은,2.0
3,3, MBC,30,87,358,326,38,91,11,3,6,126,39,20,8,4,5,42,7,0,4,0.27899999999999997,0.332,0.387,0.7190000000000001,0.331,104.2,1.75,이광은,3.0
4,4, MBC,31,107,467,408,59,124,21,3,15,196,60,20,8,5,5,53,3,0,6,0.304,0.379,0.48,0.8590000000000001,0.39799999999999996,163.6,5.49,이광은,4.0
5,5, MBC,32,108,463,410,66,122,21,2,14,189,74,8,7,10,7,39,14,2,6,0.298,0.36200000000000004,0.461,0.823,0.37799999999999995,136.4,3.59,이광은,5.0
6,6, MBC,33,67,276,247,35,69,9,1,7,101,28,1,5,3,2,13,4,3,0,0.27899999999999997,0.348,0.409,0.757,0.34700000000000003,114.2,1.29,이광은,6.0
7,7, MBC,34,87,319,273,40,64,11,5,4,97,47,12,5,3,5,17,6,5,3,0.23399999999999999,0.325,0.355,0.68,0.315,91.2,1.03,이광은,7.0
8,8, LG,35,102,393,336,55,96,13,2,8,137,44,11,2,8,6,30,8,1,5,0.28600000000000003,0.375,0.408,0.7829999999999999,0.366,123.7,2.84,이광은,8.0
9,9, LG,36,109,378,329,38,89,16,0,5,120,41,6,6,4,5,23,18,5,1,0.271,0.354,0.365,0.7190000000000001,0.332,102.4,1.92,이광은,9.0
0,0, LG,20,47,58,53,12,13,2,2,0,19,4,7,3,0,0,12,0,3,0,0.245,0.273,0.358,0.631,0.26899999999999996, 50.9,-0.01,이대형,0.0
1,1, LG,21,13,12,11,1,1,0,0,0,1,0,2,1,0,0,4,0,1,0,0.091,0.091,0.091,0.182,0.079, -82.3,-0.2,이대형,1.0
2,2, LG,22,107,142,127,40,34,4,1,0,40,5,37,9,1,0,35,2,3,0,0.268,0.331,0.315,0.6459999999999999,0.302, 78.5,0.84,이대형,2.0
3,3, LG,23,87,169,155,23,40,3,0,0,43,4,15,8,0,0,35,1,9,0,0.258,0.281,0.27699999999999997,0.5589999999999999,0.253, 51.0,-0.01,이대형,3.0
4,4, LG,24,125,509,451,68,139,13,1,1,157,31,53,20,5,1,54,3,13,2,0.308,0.3670000000000001,0.348,0.715,0.33399999999999996, 102.4,3.35,이대형,4.0
5,5, LG,25,126,574,523,71,138,5,2,0,147,33,63,15,2,1,80,3,9,1,0.264,0.317,0.281,0.598,0.287, 66.9,1.71,이대형,5.0
6,6, LG,26,133,597,521,92,146,10,2,2,166,41,64,18,0,1,77,8,22,4,0.28,0.341,0.319,0.66,0.301, 66.3,1.37,이대형,6.0
7,7, LG,27,130,568,494,73,129,14,2,1,150,43,66,21,2,0,76,3,13,1,0.261,0.341,0.304,0.644,0.305, 75.0,1.91,이대형,7.0
8,8, LG,28,104,398,354,56,88,11,5,1,112,24,34,17,2,0,78,0,11,1,0.249,0.31,0.316,0.627,0.292, 70.3,0.95,이대형,8.0
9,9, LG,29,101,291,258,32,46,4,4,1,61,19,25,3,1,2,53,5,6,1,0.17800000000000002,0.253,0.23600000000000002,0.489,0.23199999999999998, 35.2,-0.1,이대형,9.0
10,10, LG,30,102,204,177,36,42,5,1,1,52,10,13,9,1,0,45,1,5,2,0.237,0.312,0.294,0.605,0.287, 62.0,0.12,이대형,10.0
11,11, KIA,31,126,505,461,75,149,15,9,1,185,40,22,15,2,2,57,5,5,2,0.32299999999999995,0.3720000000000001,0.401,0.773,0.353, 95.5,2.34,이대형,11.0
12,12, kt,32,140,616,546,86,165,23,3,0,194,37,44,14,6,0,92,5,10,1,0.302,0.37,0.355,0.725,0.337, 88.9,2.18,이대형,12.0
13,13, kt,33,143,654,600,89,192,14,3,1,215,42,37,20,2,0,90,6,7,1,0.32,0.368,0.358,0.726,0.341, 86.9,1.75,이대형,13.0
14,14, kt,34,100,366,337,51,90,8,3,0,104,24,23,4,0,1,54,8,4,1,0.267,0.315,0.309,0.624,0.287, 57.3,-0.13,이대형,14.0
15,15, KT,35,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0, ,0.0,이대형,15.0
16,16, KT,36,18,19,14,2,2,1,0,0,3,4,0,0,0,0,5,0,0,1,0.14300000000000002,0.316,0.214,0.53,0.271, 58.1,-0.07,이대형,16.0
0,0, 롯데,19,6,9,8,0,4,0,0,0,4,1,0,0,0,0,2,0,0,0,0.5,0.556,0.5,1.056,0.502,201.5, 0.13,이대호,0.0
1,1, 롯데,20,74,281,255,27,71,19,0,8,114,32,1,0,7,1,66,6,0,0,0.278,0.345,0.447,0.792,0.35200000000000004,116.3, 1.06,이대호,1.0
2,2, 롯데,21,54,173,152,8,37,6,0,4,55,13,0,2,6,0,37,3,2,0,0.243,0.32799999999999996,0.36200000000000004,0.6890000000000001,0.317,85.1, 0.05,이대호,2.0
3,3, 롯데,22,132,514,444,52,110,26,0,20,196,68,4,3,20,0,78,21,6,6,0.248,0.331,0.441,0.772,0.34700000000000003,104.8, 1.57,이대호,3.0
4,4, 롯데,23,126,512,447,53,119,16,2,21,202,80,1,0,15,4,76,12,0,3,0.266,0.354,0.452,0.805,0.364,122.1, 3.98,이대호,4.0
5,5, 롯데,24,122,499,443,71,149,26,0,26,253,88,0,1,16,5,55,11,0,1,0.336,0.409,0.5710000000000001,0.98,0.445,192.4, 6.52,이대호,5.0
6,6, 롯데,25,121,514,415,79,139,21,1,29,249,87,1,0,13,25,55,9,0,5,0.335,0.45299999999999996,0.6,1.053,0.461,194.2, 7.00,이대호,6.0
7,7, 롯데,26,122,527,435,73,131,23,0,18,208,94,0,1,18,4,56,9,0,12,0.301,0.4,0.478,0.879,0.402,147.1, 5.51,이대호,7.0
8,8, 롯데,27,133,549,478,73,140,28,1,28,254,100,0,0,16,3,65,13,0,4,0.293,0.377,0.531,0.9079999999999999,0.396,131.3, 4.84,이대호,8.0
9,9, 롯데,28,127,552,478,99,174,13,0,44,319,133,0,2,10,6,77,15,0,3,0.364,0.444,0.667,1.111,0.48200000000000004,192.4, 8.82,이대호,9.0
10,10, 롯데,29,133,570,493,76,176,26,1,27,285,113,2,0,8,8,60,22,0,6,0.35700000000000004,0.433,0.578,1.011,0.455,180.0, 6.89,이대호,10.0
11,11, 롯데,35,142,608,540,73,173,13,0,34,288,111,1,1,15,8,84,22,0,3,0.32,0.391,0.5329999999999999,0.925,0.4,132.5, 3.68,이대호,11.0
12,12, 롯데,36,144,604,543,81,181,30,0,37,322,125,0,1,14,7,75,18,0,4,0.33299999999999996,0.39399999999999996,0.593,0.987,0.415,142.3, 3.84,이대호,12.0
13,13, 롯데,37,135,549,485,48,138,23,1,16,211,88,0,0,9,4,65,19,0,7,0.285,0.355,0.435,0.79,0.36,118.2, 1.80,이대호,13.0
14,14, 롯데,38,144,611,542,67,158,27,0,20,245,110,1,0,5,9,68,21,0,11,0.292,0.354,0.452,0.8059999999999999,0.35700000000000004,106.1, ,이대호,14.0
15,15, 롯데,39,114,465,420,39,120,11,0,19,188,81,0,0,5,3,50,12,0,6,0.28600000000000003,0.342,0.44799999999999995,0.79,0.361,111.3, 1.10,이대호,15.0
16,16, 롯데,40,36,149,138,17,51,3,0,5,69,19,0,0,1,2,14,6,0,2,0.37,0.40299999999999997,0.5,0.903,0.41100000000000003,166.3, 1.26,이대호,16.0
0,0, OB,19,60,123,112,10,30,3,1,4,47,18,1,0,2,0,28,2,0,2,0.268,0.317,0.42,0.737,0.337,113.3,1.08,이도형,0.0
1,1, OB,20,95,307,283,38,82,12,0,14,136,48,1,1,3,1,53,9,1,3,0.29,0.33299999999999996,0.48100000000000004,0.8140000000000001,0.364,137.6,3.39,이도형,1.0
2,2, OB,21,6,18,18,1,4,1,0,0,5,1,0,0,0,0,3,2,0,0,0.222,0.222,0.278,0.5,0.231,37.3,-0.01,이도형,2.0
3,3, OB,22,81,229,208,17,44,9,1,5,70,34,1,0,4,0,37,4,1,4,0.212,0.263,0.337,0.6,0.272,63.3,0.6,이도형,3.0
4,4, 두산,25,69,138,125,9,33,6,1,2,47,19,0,0,0,0,20,2,1,2,0.264,0.314,0.376,0.69,0.309,78.1,0.58,이도형,4.0
5,5, 두산,26,40,93,86,6,22,7,1,2,37,13,0,0,2,0,16,4,0,0,0.256,0.312,0.43,0.742,0.33399999999999996,89.7,0.52,이도형,5.0
6,6, 한화,27,123,392,365,36,88,15,0,16,151,55,2,1,2,2,66,10,2,3,0.24100000000000002,0.282,0.414,0.696,0.301,81.6,1.81,이도형,6.0
7,7, 한화,28,125,420,365,40,97,19,0,16,164,58,0,1,4,3,46,13,10,4,0.266,0.337,0.449,0.7859999999999999,0.34,101.8,2.86,이도형,7.0
8,8, 한화,29,66,183,165,10,43,8,0,6,69,27,0,0,2,0,29,6,2,2,0.261,0.315,0.418,0.733,0.33,93.6,1.07,이도형,8.0
9,9, 한화,30,113,431,391,43,101,18,1,22,187,72,0,0,9,0,75,15,0,1,0.258,0.325,0.478,0.8029999999999999,0.36,118.2,1.63,이도형,9.0
10,10, 한화,31,119,466,426,46,109,22,0,19,188,63,0,2,6,0,68,7,5,3,0.256,0.306,0.441,0.747,0.34,114.1,1.48,이도형,10.0
11,11, 한화,32,79,199,177,18,33,4,0,6,55,26,0,0,1,1,29,11,0,1,0.18600000000000005,0.271,0.311,0.5820000000000001,0.275,62.0,-0.57,이도형,11.0
12,12, 한화,33,54,71,67,2,15,1,0,2,22,16,0,0,0,0,16,3,0,1,0.22399999999999998,0.254,0.32799999999999996,0.5820000000000001,0.27,57.1,-0.05,이도형,12.0
13,13, 한화,34,98,320,280,33,89,15,1,12,142,56,0,0,2,0,40,11,0,1,0.318,0.4,0.507,0.907,0.405,136.3,3.5,이도형,13.0
14,14, 한화,35,27,96,86,8,25,2,0,4,39,13,0,0,2,0,11,0,0,1,0.29100000000000004,0.354,0.45299999999999996,0.8079999999999999,0.366,116.1,0.35,이도형,14.0
0,0.0, 삼성,21,6,15,14,2,3,0,0,1,6,1,0,0,0,0,7,0,0,0, 0.214, 0.267, 0.429, 0.695, 0.316, 98.0,0.08,이동수,0.0
1,1.0, 삼성,22,125,478,420,70,121,17,3,22,210,81,2,0,20,5,96,11,3,1, 0.288, 0.368, 0.500, 0.868, 0.388, 151.2,3.88,이동수,1.0
