,year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC,WAR,Name,Unnamed: 0.1
14,14, 넥센,37,127,432,375,52,109,15,1,17,177,63,5,2,8,4,85,5,2,6,0.29100000000000004,0.3670000000000001,0.47200000000000003,0.8390000000000001,0.374,121.3,2.69,송지만,14.0
15,15, 넥센,38,106,350,301,43,80,8,1,9,117,43,9,1,3,3,78,5,5,3,0.266,0.35100000000000003,0.389,0.7390000000000001,0.34,103.5,1.62,송지만,15.0
16,16, 넥센,39,14,46,40,2,7,0,0,0,7,4,2,0,1,0,9,3,0,1,0.175,0.261,0.175,0.436,0.22399999999999998,30.0,-0.18,송지만,16.0
17,17, 넥센,40,34,56,51,6,14,1,0,2,21,8,0,0,1,0,14,1,0,0,0.275,0.33899999999999997,0.41200000000000003,0.7509999999999999,0.35200000000000004,106.6,0.23,송지만,17.0
0,0, OB,21,77,320,293,40,98,21,3,4,137,54,14,8,3,8,17,2,1,3,0.33399999999999996,0.379,0.46799999999999997,0.847,0.376,129.4,2.11,신경식,0.0
1,1, OB,22,100,421,377,47,101,15,1,5,133,50,10,7,7,2,38,2,6,0,0.268,0.335,0.353,0.688,0.32,101.8,1.32,신경식,1.0
2,2, OB,23,31,107,91,15,21,5,0,1,29,12,3,1,0,1,4,0,2,1,0.231,0.324,0.319,0.643,0.298,85.0,0.17,신경식,2.0
3,3, OB,24,110,457,404,54,113,23,4,8,168,58,16,3,6,5,44,5,4,3,0.28,0.35100000000000003,0.41600000000000004,0.767,0.35100000000000003,117.7,2.72,신경식,3.0
4,4, OB,25,106,427,380,37,103,15,5,1,131,34,6,8,3,2,27,9,6,4,0.271,0.33299999999999996,0.345,0.677,0.318,102.8,1.27,신경식,4.0
5,5, OB,26,102,378,349,39,94,8,6,3,123,39,5,2,3,4,20,4,1,2,0.26899999999999996,0.318,0.35200000000000004,0.6709999999999999,0.315,90.6,0.83,신경식,5.0
6,6, OB,27,107,408,378,41,109,12,3,4,139,38,12,2,1,1,18,3,2,2,0.28800000000000003,0.33299999999999996,0.368,0.7,0.326,99.5,1.43,신경식,6.0
7,7, OB,28,118,479,422,55,116,25,6,8,177,57,25,8,11,5,36,5,8,5,0.275,0.33799999999999997,0.419,0.758,0.34700000000000003,113.2,2.57,신경식,7.0
8,8, OB,29,117,428,385,38,98,21,2,5,138,42,14,7,3,4,30,6,1,6,0.255,0.314,0.358,0.672,0.314,88.2,0.7,신경식,8.0
9,9, 삼성,30,126,527,460,71,142,15,3,7,184,57,20,15,7,2,34,13,6,5,0.309,0.38,0.4,0.78,0.36200000000000004,122.0,2.83,신경식,9.0
10,10, 삼성,31,117,469,423,61,113,15,2,3,141,41,17,7,3,0,32,8,2,4,0.267,0.32799999999999996,0.33299999999999996,0.6609999999999999,0.311,82.8,0.52,신경식,10.0
11,11, 쌍방울,32,119,461,418,35,115,18,2,5,152,49,12,7,6,4,32,8,1,3,0.275,0.335,0.364,0.698,0.32799999999999996,112.0,1.55,신경식,11.0
12,12, 쌍방울,33,93,249,227,23,50,14,1,2,72,26,2,0,0,1,13,6,8,4,0.22,0.249,0.317,0.5660000000000001,0.251,52.2,-0.67,신경식,12.0
13,13, 쌍방울,34,41,49,43,3,9,1,0,0,10,3,0,0,1,0,1,1,0,1,0.209,0.28600000000000003,0.233,0.518,0.252,57.7,-0.13,신경식,13.0
0,0.0, 삼성,20,9,5,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,-122.5,-0.11,신동주,0.0
1,1.0, 삼성,21,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-123.8,-0.02,신동주,1.0
2,2.0, 삼성,22,25,33,32,3,6,1,0,0,7,0,0,1,0,0,7,1,0,0,0.188,0.212,0.21899999999999997,0.431,0.205,22.1,-0.18,신동주,2.0
3,3.0, 삼성,23,115,361,328,39,78,14,2,5,111,28,23,6,8,1,64,4,3,1,0.23800000000000002,0.299,0.33799999999999997,0.637,0.294,86.8,1.1,신동주,3.0
4,4.0, 삼성,24,75,201,174,31,40,9,0,9,76,22,6,5,10,0,37,1,1,0,0.23,0.33,0.4370000000000001,0.767,0.35200000000000004,123.9,1.6,신동주,4.0
5,5.0, 삼성,25,120,452,399,79,130,37,1,21,232,66,18,12,14,3,79,3,3,2,0.326,0.396,0.581,0.978,0.428,169.7,5.46,신동주,5.0
6,6.0, 삼성,26,78,278,238,38,69,9,0,13,117,35,11,4,13,1,48,9,6,1,0.29,0.375,0.4920000000000001,0.867,0.377,137.5,1.86,신동주,6.0
7,7.0, 삼성,27,122,484,431,64,120,9,2,22,199,87,26,5,12,3,102,9,7,7,0.278,0.33299999999999996,0.462,0.795,0.33899999999999997,95.9,1.9,신동주,7.0
8,8.0, 삼성,28,97,360,310,53,81,14,0,12,131,52,17,4,13,0,80,3,6,5,0.261,0.33899999999999997,0.423,0.762,0.336,96.9,2.01,신동주,8.0
9,9.0, 해태/KIA,29,116,435,387,64,110,24,1,11,169,52,13,8,10,3,58,5,1,4,0.284,0.353,0.4370000000000001,0.789,0.35600000000000004,104.3,2.53,신동주,9.0
10,10.0, KIA,30,81,273,244,34,76,9,1,7,108,33,6,2,3,2,59,8,0,2,0.311,0.377,0.44299999999999995,0.82,0.365,125.5,1.42,신동주,10.0
11,11.0, KIA,31,95,238,205,29,54,8,1,8,88,31,1,2,3,1,47,5,3,1,0.263,0.353,0.429,0.7829999999999999,0.349,107.9,1.02,신동주,11.0
12,12.0, 삼성,32,73,118,105,11,23,5,1,2,36,9,1,2,3,0,26,2,1,1,0.21899999999999997,0.29100000000000004,0.34299999999999997,0.634,0.293,68.3,0.13,신동주,12.0
13,13.0, 삼성|KIA,33,23,35,32,2,3,0,0,0,3,0,0,0,2,1,13,0,0,0,0.094,0.171,0.094,0.265,0.127,-40.2,-0.4,신동주,13.0
14,14.0, KIA,33,12,25,24,0,3,0,0,0,3,0,0,0,1,0,11,0,0,0,0.125,0.16,0.125,0.285,0.14300000000000002,-29.5,-0.26,신동주,14.0
15,15.0, 삼성,33,11,10,8,2,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0.0,0.2,0.0,0.2,0.084,-69.9,-0.17,신동주,15.0
16,16.0, KIA,34,8,14,13,0,1,0,0,0,1,0,0,0,0,0,7,0,0,0,0.077,0.14300000000000002,0.077,0.22,0.11800000000000001,-43.6,-0.19,신동주,16.0
0,0, LG,23,106,299,239,32,55,10,4,4,85,18,2,5,5,2,42,1,1,2, 0.230, 0.376, 0.356, 0.732, 0.343, 121.8,1.74,심재학,0.0
1,1, LG,24,118,471,389,59,111,15,1,18,182,72,1,4,11,13,58,7,0,7, 0.285, 0.395, 0.468, 0.863, 0.387, 150.2,4.3,심재학,1.0
2,2, LG,25,117,478,411,54,117,23,1,15,187,84,5,2,2,2,51,8,0,10, 0.285, 0.363, 0.455, 0.818, 0.365, 129.8,3.49,심재학,2.0
3,3, LG,26,124,490,412,47,110,22,1,11,167,70,0,1,7,5,65,6,1,11, 0.267, 0.360, 0.405, 0.765, 0.342, 114.2,2.49,심재학,3.0
4,4, LG,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , ,0.0,심재학,4.0
5,5, 현대,28,130,502,430,66,114,30,1,21,209,75,3,2,15,1,59,7,3,3, 0.265, 0.361, 0.486, 0.847, 0.371, 120.8,3.06,심재학,5.0
6,6, 두산,29,117,469,369,83,127,20,1,24,221,88,7,1,7,8,50,6,4,3, 0.344, 0.473, 0.599, 1.072, 0.466, 179.5,6.41,심재학,6.0
7,7, 두산,30,119,463,383,56,94,16,3,15,161,57,2,1,6,4,55,11,0,7, 0.245, 0.361, 0.420, 0.781, 0.346, 113.0,2.41,심재학,7.0
8,8, 두산,31,111,322,276,28,65,16,0,5,96,27,1,0,3,1,44,6,0,4, 0.236, 0.332, 0.348, 0.680, 0.315, 84.0,0.52,심재학,8.0
9,9, KIA,32,128,469,372,64,105,23,2,22,198,81,1,4,6,4,54,7,3,9, 0.282, 0.408, 0.532, 0.940, 0.413, 149.6,4.33,심재학,9.0
10,10, KIA,33,94,309,252,34,64,9,0,12,109,39,3,1,7,3,50,6,3,4, 0.254, 0.373, 0.433, 0.805, 0.363, 120.5,1.83,심재학,10.0
11,11, KIA,34,56,139,119,7,21,5,0,2,32,7,0,2,0,1,24,1,1,3, 0.176, 0.268, 0.269, 0.537, 0.254, 53.0,-0.38,심재학,11.0
12,12, KIA,35,25,58,51,9,12,4,0,0,16,4,0,0,0,0,6,3,0,0, 0.235, 0.328, 0.314, 0.641, 0.310, 85.9,-0.0,심재학,12.0
13,13, KIA,36,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0.000, 0.000, 0.000, 0.000, 0.000, -129.9,-0.02,심재학,13.0
0,0, OB,19,32,66,61,4,10,4,0,3,23,9,0,0,2,0,15,1,1,0,0.16399999999999998,0.215,0.377,0.5920000000000001,0.265,61.1,-0.08,심정수,0.0
1,1, OB,20,116,405,362,63,102,19,0,21,184,59,4,2,8,2,78,6,1,5,0.282,0.344,0.508,0.852,0.379,148.1,3.76,심정수,1.0
2,2, OB,21,107,425,371,51,92,15,3,18,167,54,4,5,8,9,85,5,2,4,0.248,0.331,0.45,0.7809999999999999,0.34700000000000003,121.7,1.87,심정수,2.0
3,3, OB,22,40,145,122,17,30,5,0,5,50,22,2,1,0,2,27,1,0,1,0.24600000000000002,0.359,0.41,0.769,0.348,117.2,0.83,심정수,3.0
4,4, OB,23,126,518,477,71,140,29,4,19,234,73,4,1,5,3,82,5,0,2,0.294,0.34600000000000003,0.491,0.836,0.368,133.2,4.14,심정수,4.0
5,5, 두산,24,132,544,480,79,161,35,1,31,291,110,1,4,8,4,77,17,0,3,0.335,0.408,0.606,1.014,0.431,158.7,5.64,심정수,5.0
6,6, 두산,25,126,542,454,75,138,21,2,29,250,91,3,0,10,1,67,12,0,9,0.304,0.4,0.551,0.951,0.413,149.9,5.31,심정수,6.0
7,7, 현대,26,107,453,381,67,112,19,1,18,187,70,8,2,11,4,75,11,0,1,0.294,0.40399999999999997,0.491,0.895,0.40299999999999997,135.7,3.71,심정수,7.0
8,8, 현대,27,133,577,502,101,161,22,1,46,323,119,2,1,3,10,114,13,0,3,0.321,0.40399999999999997,0.643,1.047,0.44,177.7,7.45,심정수,8.0
9,9, 현대,28,133,601,460,110,154,16,1,53,331,142,6,2,9,17,63,14,0,8,0.335,0.478,0.72,1.197,0.498,210.7,10.19,심정수,9.0
10,10, 현대,29,102,455,367,64,94,14,1,22,176,78,0,1,6,3,128,11,0,7,0.256,0.385,0.48,0.8640000000000001,0.389,133.2,3.33,심정수,10.0
11,11, 삼성,30,124,528,433,77,119,14,0,28,217,87,3,2,4,4,116,12,0,2,0.275,0.402,0.501,0.903,0.406,149.8,4.89,심정수,11.0
12,12, 삼성,31,26,96,85,8,12,1,0,1,16,7,0,0,2,0,22,3,0,1,0.141,0.22899999999999998,0.188,0.41700000000000004,0.21,21.8,-0.56,심정수,12.0
13,13, 삼성,32,124,515,427,64,110,17,0,31,220,101,6,0,3,1,113,10,0,2,0.258,0.381,0.515,0.8959999999999999,0.406,153.8,5.16,심정수,13.0
14,14, 삼성,33,22,88,68,8,16,0,0,3,25,7,0,1,0,0,11,5,0,0,0.235,0.409,0.368,0.777,0.37799999999999995,129.4,0.53,심정수,14.0
0,0, OB,22,19,33,29,1,3,0,0,0,3,1,0,0,0,0,8,1,0,1,0.10300000000000001,0.182,0.10300000000000001,0.285,0.152,-29.1,-0.35,안경현,0.0
1,1, OB,23,75,170,147,15,30,9,0,2,45,10,1,1,5,0,22,2,6,0,0.204,0.287,0.306,0.593,0.27699999999999997,73.4,0.34,안경현,1.0
2,2, OB,24,77,180,151,20,36,5,0,6,59,20,0,3,5,0,24,1,5,0,0.23800000000000002,0.34299999999999997,0.391,0.7340000000000001,0.335,111.8,1.06,안경현,2.0
3,3, OB,25,103,299,268,34,75,10,3,5,106,38,0,1,2,0,34,6,8,2,0.28,0.33,0.396,0.725,0.324,108.4,1.83,안경현,3.0
4,4, OB,26,125,475,426,43,107,19,2,8,154,42,0,1,3,2,65,11,4,3,0.251,0.316,0.36200000000000004,0.6779999999999999,0.312,96.5,2.21,안경현,4.0
5,5, OB,27,69,258,225,31,64,9,1,9,102,34,2,2,6,2,37,11,5,1,0.284,0.36,0.45299999999999996,0.813,0.359,125.3,2.07,안경현,5.0
6,6, OB,28,116,408,362,32,90,23,0,6,131,38,4,1,5,1,45,6,8,4,0.249,0.31,0.36200000000000004,0.672,0.299,83.1,1.35,안경현,6.0
7,7, 두산,29,114,337,291,33,72,7,0,7,100,32,5,1,5,1,34,13,11,2,0.247,0.322,0.344,0.6659999999999999,0.295,65.6,0.37,안경현,7.0
8,8, 두산,30,114,377,328,48,91,16,1,9,136,39,1,0,6,1,29,8,5,3,0.27699999999999997,0.355,0.415,0.77,0.34299999999999997,101.7,2.08,안경현,8.0
9,9, 두산,31,131,539,457,68,129,31,1,17,213,87,4,1,13,1,51,17,7,8,0.282,0.368,0.466,0.835,0.371,114.6,3.82,안경현,9.0
10,10, 두산,32,130,548,486,50,140,24,4,8,196,58,5,4,5,0,65,13,7,6,0.28800000000000003,0.349,0.40299999999999997,0.753,0.33399999999999996,104.2,3.13,안경현,10.0
11,11, 두산,33,128,539,475,65,158,28,3,10,222,72,1,1,5,2,43,21,6,5,0.33299999999999996,0.396,0.467,0.863,0.385,134.2,4.98,안경현,11.0
12,12, 두산,34,125,525,447,57,125,20,1,10,177,51,8,3,13,2,44,15,9,2,0.28,0.3720000000000001,0.396,0.768,0.353,109.6,3.42,안경현,12.0
13,13, 두산,35,105,415,355,54,104,19,0,4,135,62,1,2,9,1,39,10,4,3,0.293,0.382,0.38,0.762,0.35600000000000004,115.9,2.8,안경현,13.0
14,14, 두산,36,125,499,423,45,120,21,0,15,186,70,3,1,16,2,45,19,5,5,0.284,0.377,0.44,0.816,0.376,140.4,3.54,안경현,14.0
15,15, 두산,37,109,400,351,26,96,17,4,2,127,49,1,0,6,2,27,13,4,6,0.27399999999999997,0.341,0.36200000000000004,0.703,0.326,97.3,0.96,안경현,15.0
16,16, 두산,38,51,134,113,9,29,5,0,1,37,12,1,1,4,1,16,3,1,2,0.257,0.353,0.327,0.6809999999999999,0.325,93.2,0.2,안경현,16.0
17,17, SK,39,42,67,58,6,12,2,0,1,17,5,0,0,1,0,9,2,7,0,0.207,0.233,0.293,0.526,0.215,7.4,-0.58,안경현,17.0
18,18, SK,40,8,15,13,2,2,0,0,1,5,2,0,0,0,1,2,0,1,0,0.154,0.214,0.385,0.599,0.21,11.3,-0.12,안경현,18.0
0,0, KIA,19,123,415,371,53,87,13,4,14,150,38,8,5,2,1,103,10,7,3,0.235,0.297,0.40399999999999997,0.701,0.306,69.5, 0.67,안치홍,0.0
1,1, KIA,20,133,537,461,79,134,21,3,8,185,50,18,5,7,1,96,12,16,4,0.29100000000000004,0.365,0.401,0.7659999999999999,0.345,101.9, 3.24,안치홍,1.0
2,2, KIA,21,115,433,378,54,119,21,4,5,163,46,9,4,3,1,55,13,17,2,0.315,0.373,0.431,0.804,0.36,117.0, 3.28,안치홍,2.0
3,3, KIA,22,132,558,489,60,141,31,2,3,185,64,20,3,6,4,74,12,14,7,0.28800000000000003,0.34700000000000003,0.37799999999999995,0.726,0.332,105.6, 3.72,안치홍,3.0
4,4, KIA,23,118,484,414,56,103,15,0,3,127,39,16,1,6,0,74,13,7,5,0.249,0.33799999999999997,0.307,0.644,0.31,78.4, 1.61,안치홍,4.0
5,5, KIA,24,126,479,434,65,147,31,2,18,236,88,19,6,6,1,65,11,2,4,0.33899999999999997,0.39,0.544,0.934,0.408,133.4, 4.55,안치홍,5.0
6,6, KIA,26,10,43,36,3,8,2,0,0,10,1,0,0,0,0,8,2,1,1,0.222,0.31,0.278,0.5870000000000001,0.278,46.4, -0.13,안치홍,6.0
7,7, KIA,27,132,545,487,95,154,29,2,21,250,93,7,0,4,1,70,19,6,5,0.316,0.373,0.513,0.8859999999999999,0.382,123.0, 4.39,안치홍,7.0
8,8, KIA,28,130,549,494,88,169,38,1,23,278,118,5,1,10,1,57,13,0,9,0.342,0.392,0.563,0.9540000000000001,0.40700000000000003,140.3, 4.98,안치홍,8.0
9,9, KIA,29,105,408,362,45,114,18,1,5,149,49,4,2,1,1,37,9,0,5,0.315,0.38,0.41200000000000003,0.792,0.368,122.5, 2.81,안치홍,9.0
10,10, 롯데,30,124,460,412,49,118,28,0,8,170,54,14,3,7,2,47,11,4,2,0.28600000000000003,0.35100000000000003,0.413,0.764,0.34600000000000003,99.1, ,안치홍,10.0
11,11, 롯데,31,119,490,421,58,129,30,2,10,193,82,3,6,3,2,58,10,5,9,0.306,0.379,0.45799999999999996,0.838,0.382,124.3, 3.45,안치홍,11.0
12,12, 롯데,32,34,154,142,21,41,9,2,5,69,19,1,1,0,1,13,2,0,2,0.289,0.331,0.486,0.8170000000000001,0.368,135.6, 1.30,안치홍,12.0
0,0, 두산,20,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-135.8, -0.02,양의지,0.0
1,1, 두산,23,127,430,374,48,100,14,1,20,176,68,4,1,8,1,68,12,5,3,0.267,0.348,0.47100000000000003,0.8190000000000001,0.363,114.1, 3.71,양의지,1.0
2,2, 두산,24,119,438,376,43,113,14,3,4,145,46,3,3,3,2,58,12,11,4,0.301,0.375,0.386,0.76,0.35,110.3, 3.49,양의지,2.0
3,3, 두산,25,122,416,359,39,100,22,1,5,139,27,1,2,10,2,51,17,9,1,0.27899999999999997,0.361,0.387,0.748,0.34700000000000003,116.2, 3.43,양의지,3.0
4,4, 두산,26,114,367,311,37,77,19,0,7,117,57,6,1,8,1,50,11,9,3,0.248,0.33799999999999997,0.376,0.7140000000000001,0.32899999999999996,90.9, 2.18,양의지,4.0
5,5, 두산,27,97,338,296,40,87,23,1,10,142,46,4,3,9,1,34,8,5,4,0.294,0.36,0.48,0.84,0.366,113.9, 2.72,양의지,5.0
6,6, 두산,28,132,513,442,70,144,27,0,20,231,93,5,4,24,3,64,7,2,6,0.326,0.405,0.523,0.9279999999999999,0.408,149.1, 5.65,양의지,6.0
7,7, 두산,29,108,392,332,66,106,17,0,22,189,66,2,0,12,1,29,20,1,7,0.319,0.40399999999999997,0.569,0.973,0.42200000000000004,149.6, 4.81,양의지,7.0
8,8, 두산,30,111,406,347,47,96,15,0,14,153,67,1,1,12,1,53,17,1,3,0.27699999999999997,0.373,0.441,0.8140000000000001,0.364,116.7, 3.02,양의지,8.0
9,9, 두산,31,133,503,439,84,157,29,1,23,257,77,6,0,13,6,40,13,0,6,0.358,0.4270000000000001,0.585,1.013,0.431,160.5, 6.42,양의지,9.0
10,10, NC,32,118,459,390,61,138,26,0,20,224,68,4,3,15,4,43,13,0,6,0.354,0.43799999999999994,0.574,1.012,0.452,178.2, 6.61,양의지,10.0
11,11, NC,33,130,528,461,86,151,26,1,33,278,124,5,2,14,7,47,11,1,6,0.32799999999999996,0.4,0.603,1.003,0.4320000000000001,154.3, ,양의지,11.0
12,12, NC,34,141,570,480,81,156,29,2,30,279,111,2,1,11,5,60,12,0,10,0.325,0.414,0.581,0.995,0.44299999999999995,165.4, 5.74,양의지,12.0
13,13, NC,35,29,110,87,8,19,4,0,4,35,17,1,0,6,3,14,5,0,1,0.218,0.373,0.402,0.775,0.35600000000000004,126.3, 0.81,양의지,13.0
0,0, 삼성,24,106,456,381,82,130,27,1,23,228,90,4,9,8,6,40,7,0,6,0.341,0.436,0.598,1.035,0.46799999999999997,212.0,6.85,양준혁,0.0
1,1, 삼성,25,123,496,427,62,128,21,1,19,208,87,15,4,0,7,42,7,1,5,0.3,0.386,0.48700000000000004,0.873,0.39299999999999996,151.0,4.22,양준혁,1.0
2,2, 삼성,26,125,527,438,81,137,34,1,20,233,84,8,2,6,8,50,7,0,6,0.313,0.418,0.532,0.9490000000000001,0.42200000000000004,174.5,6.68,양준혁,2.0
3,3, 삼성,27,126,530,436,89,151,33,2,28,272,87,23,18,6,8,76,4,0,5,0.34600000000000003,0.452,0.624,1.0759999999999998,0.474,207.0,8.56,양준혁,3.0
4,4, 삼성,28,126,561,442,94,145,32,5,30,277,98,25,17,7,27,75,7,0,8,0.32799999999999996,0.455,0.627,1.082,0.457,189.3,8.17,양준혁,4.0
5,5, 삼성,29,126,552,456,80,156,30,1,27,269,89,15,14,5,26,69,14,0,3,0.342,0.45,0.59,1.04,0.442,181.7,6.2,양준혁,5.0
6,6, 해태,30,131,588,496,96,160,23,1,32,281,105,21,12,5,7,68,14,1,4,0.32299999999999995,0.42100000000000004,0.5670000000000001,0.987,0.42200000000000004,150.2,4.71,양준혁,6.0
7,7, LG,31,117,514,432,79,135,30,2,15,214,92,15,4,5,4,65,6,0,3,0.313,0.415,0.495,0.9109999999999999,0.40399999999999997,144.0,4.03,양준혁,7.0
8,8, LG,32,124,531,439,79,156,20,3,14,224,92,12,5,1,4,55,9,2,8,0.355,0.449,0.51,0.9590000000000001,0.431,155.7,4.79,양준혁,8.0
9,9, 삼성,33,132,437,391,60,108,23,2,14,177,50,2,3,5,3,56,9,0,1,0.276,0.349,0.45299999999999996,0.8009999999999999,0.35200000000000004,116.4,2.37,양준혁,9.0
10,10, 삼성,34,133,551,490,90,161,37,2,33,301,92,2,5,6,2,49,13,4,2,0.32899999999999996,0.395,0.614,1.0090000000000001,0.435,166.3,6.21,양준혁,10.0
11,11, 삼성,35,133,584,479,95,151,30,0,28,265,103,5,2,13,8,53,10,1,2,0.315,0.434,0.5529999999999999,0.987,0.439,167.5,6.37,양준혁,11.0
12,12, 삼성,36,124,463,394,61,103,15,1,13,159,50,10,3,5,5,44,16,0,2,0.261,0.3670000000000001,0.40399999999999997,0.7709999999999999,0.355,115.0,1.79,양준혁,12.0
13,13, 삼성,37,126,533,413,63,125,31,1,13,197,81,12,7,9,10,43,11,1,7,0.303,0.446,0.47700000000000004,0.9229999999999999,0.42100000000000004,172.7,5.45,양준혁,13.0
14,14, 삼성,38,123,544,442,78,149,34,0,22,249,72,20,8,7,15,44,12,1,2,0.337,0.456,0.563,1.0190000000000001,0.455,187.9,6.72,양준혁,14.0
15,15, 삼성,39,114,443,385,49,107,16,2,8,151,49,1,1,7,4,37,10,2,2,0.278,0.364,0.392,0.7559999999999999,0.35200000000000004,111.9,1.4,양준혁,15.0
16,16, 삼성,40,82,322,249,51,82,16,0,11,131,48,3,4,4,4,24,7,1,5,0.32899999999999996,0.46399999999999997,0.526,0.99,0.43799999999999994,158.6,2.71,양준혁,16.0
17,17, 삼성,41,64,175,142,10,34,6,0,1,43,20,0,1,3,2,20,3,0,2,0.239,0.371,0.303,0.674,0.327,90.2,0.02,양준혁,17.0
0,0, 두산,22,49,64,58,10,15,4,0,0,19,5,3,2,1,0,17,1,0,1,0.259,0.313,0.32799999999999996,0.64,0.304,81.0, 0.24,오재원,0.0
1,1, 두산,23,117,311,282,45,70,10,3,0,86,28,28,7,7,0,62,3,3,2,0.248,0.305,0.305,0.61,0.29100000000000004,69.7, 0.23,오재원,1.0
2,2, 두산,24,106,239,209,36,48,3,0,0,51,12,12,3,6,1,44,5,2,2,0.23,0.312,0.244,0.556,0.271,45.7, -0.78,오재원,2.0
3,3, 두산,25,123,421,384,59,106,17,3,0,129,37,35,10,4,1,76,5,2,2,0.276,0.332,0.336,0.6679999999999999,0.313,80.8, 1.70,오재원,3.0
4,4, 두산,26,129,529,466,73,129,18,4,6,173,46,46,7,9,0,62,6,12,3,0.27699999999999997,0.342,0.371,0.7140000000000001,0.331,96.7, 3.55,오재원,4.0
5,5, 두산,27,77,213,188,29,53,7,3,0,66,17,14,2,0,1,43,4,6,2,0.282,0.33799999999999997,0.35100000000000003,0.6890000000000001,0.317,94.8, 1.34,오재원,5.0
6,6, 두산,28,113,375,308,54,80,14,7,7,129,44,33,11,6,2,62,6,7,5,0.26,0.3670000000000001,0.419,0.7859999999999999,0.358,111.1, 2.89,오재원,6.0
7,7, 두산,29,110,420,359,60,114,21,6,5,162,40,33,7,2,2,61,7,9,0,0.318,0.40399999999999997,0.451,0.855,0.382,119.6, 3.56,오재원,7.0
8,8, 두산,30,120,474,411,60,115,20,2,11,172,59,31,8,4,1,94,9,7,4,0.28,0.35600000000000004,0.418,0.775,0.345,102.6, 2.08,오재원,8.0
9,9, 두산,31,122,484,416,68,113,18,1,5,148,58,13,10,5,1,82,10,3,6,0.272,0.358,0.35600000000000004,0.713,0.33399999999999996,84.5, 1.43,오재원,9.0
10,10, 두산,32,127,390,334,43,79,16,1,7,118,40,7,7,2,1,85,5,4,3,0.237,0.332,0.353,0.685,0.311,79.1, 0.52,오재원,10.0
11,11, 두산,33,132,521,473,78,148,24,1,15,219,81,15,6,2,0,119,13,3,2,0.313,0.369,0.46299999999999997,0.8320000000000001,0.364,114.0, 3.29,오재원,11.0
12,12, 두산,34,98,204,177,30,29,8,1,3,48,18,6,2,0,0,50,3,2,0,0.16399999999999998,0.267,0.271,0.539,0.257,51.6, -0.29,오재원,12.0
13,13, 두산,35,85,174,155,25,36,7,1,5,60,27,10,5,0,0,49,3,1,2,0.23199999999999998,0.301,0.387,0.688,0.31,82.4, ,오재원,13.0
14,14, 두산,36,45,79,72,6,12,3,0,0,15,5,2,0,0,0,18,3,0,1,0.16699999999999998,0.228,0.20800000000000002,0.436,0.21600000000000005,17.9, -0.43,오재원,14.0
15,15, 두산,37,17,30,28,2,5,2,0,0,7,4,1,2,0,0,9,1,0,1,0.179,0.2,0.25,0.45,0.207,25.0, -0.23,오재원,15.0
0,0.0, 현대,19,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0, , 0.00,오재일,0.0
1,1.0, 히어로즈,23,43,74,66,4,13,5,0,0,18,4,0,0,0,1,15,1,1,1,0.19699999999999998,0.26,0.273,0.5329999999999999,0.24, 26.0, -0.48,오재일,1.0
2,2.0, 넥센,24,39,67,60,1,8,4,0,1,15,9,0,0,1,0,16,6,2,0,0.133,0.2,0.25,0.45,0.205, 7.7, -0.58,오재일,2.0
3,3.0, 넥센,25,46,118,100,13,23,5,0,1,31,11,2,0,1,1,24,2,1,1,0.23,0.33299999999999996,0.31,0.643,0.307, 80.7, -0.01,오재일,3.0
4,4.0, 두산|넥센,26,87,228,212,16,43,8,0,8,75,25,0,0,0,0,58,3,2,4,0.203,0.235,0.354,0.588,0.268, 60.9, -0.47,오재일,4.0
5,5.0, 두산,26,33,82,77,7,20,5,0,4,37,8,0,0,0,0,19,0,1,1,0.26,0.284,0.48100000000000004,0.765,0.34299999999999997, 113.2, 0.34,오재일,5.0
6,6.0, 넥센,26,54,146,135,9,23,3,0,4,38,17,0,0,0,0,39,3,1,3,0.17,0.207,0.281,0.488,0.226, 31.6, -0.80,오재일,6.0
7,7.0, 두산,27,55,144,117,16,35,12,0,3,56,28,0,1,3,2,28,0,1,3,0.299,0.406,0.479,0.884,0.4, 140.0, 1.01,오재일,7.0
8,8.0, 두산,28,75,155,132,10,32,7,0,3,48,18,1,1,1,0,39,1,0,2,0.242,0.342,0.364,0.706,0.32799999999999996, 85.7, 0.18,오재일,8.0
9,9.0, 두산,29,66,213,180,33,52,11,1,14,107,36,0,0,2,2,49,5,1,2,0.289,0.387,0.594,0.981,0.414, 158.4, 1.84,오재일,9.0
